country,director,genre,title,year
Гонконг,Ын Сиюнь Сумасшедший убийца Кровавые кулаки Невидимый кулак Ветер ярости Меня зовут Дракон Маленький крёстный отец из Гонконга Дом с привидениями Борьба с коррупцией Тайные соперники Маленький супермен Большое ограбление на семь миллионов юаней Похищение в Риме Легенда о Брюсе Ли Тайные соперники 2 Неуязвимый Смертельный ринг Башня смерти Неписаный закон,Постер для кинотеатрального проката в Гонконге,Кровавые кулаки,1972
США,Джон Брам,Не указан,Кровавые деньги,1947
США,Джо Бегос,Не указан,Кровавое Рождество,9 декабря 2022 и 28 февраля 2024 [ 1 ]
США,Ларри Стюарт,Не указан,Кровавое посвящение,1984
США,Спайк Ли,Не указан,Кровавое лето Сэма,1999
США,Сэмюэл Фуллер,Не указан,Кровавое кимоно,1959
Италия,Дарио Ардженто,Не указан,Кроваво-красное,1975
Канада США,Мартин Бёрк,Не указан,Кровавая шутка,1976
Великобритания Ирландия,Пол Гринграсс,Не указан,Кровавое воскресенье,2002
Франция Италия,Клод Шаброль,Не указан,Кровавая свадьба,1973
Испания Франция 2,Карлос Саура 3 1,Не указан,Кровавая свадьба,1981
США,Гордон Эдвардс,Не указан,Кровавая роза,1917
